InstructionDecimal,CyclesTaken,ClockStop,NextBlipCycles
32577,942,0,0
32578,940,0,0
32580,939,0,0
32581,942,0,0
32582,939,0,0
32584,941,0,0
32585,940,0,0
32586,939,0,0
32588,945,0,0
32589,944,0,0
32590,939,0,0
32592,938,0,0
32593,941,0,0
32594,940,0,0
32596,942,0,0
32597,942,0,0
32598,939,0,0
32600,941,0,0
32601,943,0,0
32602,944,0,0
32604,944,0,0
32605,944,0,0
32606,940,0,0
32608,940,0,0
32609,941,0,0
32610,944,0,0
32612,945,0,0
32613,943,0,0
32614,942,0,0
32616,941,0,0
32617,941,0,0
32618,945,0,0
32620,942,0,0
32621,940,0,0
32622,942,0,0
32624,942,0,0
32625,941,0,0
32626,943,0,0
32628,940,0,0
32629,941,0,0
32630,942,0,0
32632,939,0,0
32633,941,0,0
32634,941,0,0
32636,945,0,0
32637,945,0,0
32638,943,0,0
32640,943,0,0
32641,945,0,0
32642,939,0,0
32644,940,0,0
32645,942,0,0
32646,942,0,0
32648,938,0,0
32649,946,0,0
32650,941,0,0
32652,943,0,0
32653,943,0,0
32654,942,0,0
32656,944,0,0
32657,941,0,0
32658,943,0,0
32660,940,0,0
32661,944,0,0
32662,940,0,0
32664,942,0,0
32665,944,0,0
32666,942,0,0
32668,944,0,0
32669,942,0,0
32670,939,0,0
32672,942,0,0
32673,944,0,0
32674,944,0,0
32676,941,0,0
32677,939,0,0
32678,941,0,0
32680,943,0,0
32681,944,0,0
32682,946,0,0
32684,945,0,0
32685,941,0,0
32686,944,0,0
32688,943,0,0
32689,942,0,0
32690,942,0,0
32692,945,0,0
32693,944,0,0
32694,942,0,0
32696,944,0,0
32697,942,0,0
32698,940,0,0
32700,941,0,0
32701,940,0,0
32702,944,0,0
32704,944,0,0
32705,944,0,0
32706,940,0,0
32708,938,0,0
32709,941,0,0
32710,944,0,0
32712,942,0,0
32713,940,0,0
32714,944,0,0
32716,945,0,0
32717,942,0,0
32718,940,0,0
32720,939,0,0
32721,945,0,0
32722,944,0,0
32724,944,0,0
32725,941,0,0
32726,941,0,0
32728,942,0,0
32729,941,0,0
32730,938,0,0
32732,942,0,0
32733,942,0,0
32734,942,0,0
32736,939,0,0
32737,937,0,0
32738,946,0,0
32740,940,0,0
32741,945,0,0
32742,940,0,0
32744,941,0,0
32745,939,0,0
32746,943,0,0
32748,944,0,0
32749,946,0,0
32750,941,0,0
32752,944,0,0
32753,944,0,0
32754,938,0,0
32756,939,0,0
32757,942,0,0
32758,939,0,0
32760,942,0,0
32761,944,0,0
32762,945,0,0
32764,939,0,0
32765,942,0,0
32766,943,0,0
32768,4,0,2
32769,3,0,2
32770,940,0,0
32772,4,0,2
32773,3,0,2
32774,3,0,2
32776,944,0,0
32777,3,0,2
32778,3,0,2
32780,942,0,0
32781,3,0,2
32782,3,0,2
32784,4,0,0
32785,3,0,2
32786,3,0,2
32788,4,0,2
32789,3,0,2
32790,3,0,2
32792,4,0,2
32793,3,0,2
32794,3,0,2
32796,4,0,2
32797,3,0,2
32798,3,0,2
32800,4,0,2
32801,3,0,2
32802,3,0,2
32804,4,0,2
32805,3,0,2
32806,3,0,2
32808,939,0,0
32809,3,0,2
32810,3,0,2
32812,940,0,0
32813,3,0,2
32814,3,0,2
32816,4,0,0
32817,3,0,2
32818,3,0,2
32820,4,0,2
32821,3,0,2
32822,3,0,2
32824,4,0,2
32825,3,0,2
32826,3,0,2
32828,4,0,2
32829,3,0,2
32830,3,0,2
32832,4,0,2
32833,3,0,2
32834,940,0,0
32836,4,0,2
32837,3,0,2
32838,941,0,0
32840,4,0,2
32841,3,0,2
32842,945,0,0
32844,4,0,2
32845,3,0,2
32846,942,0,0
32848,4,0,2
32849,3,0,2
32850,944,0,0
32852,4,0,2
32853,3,0,2
32854,943,0,0
32856,4,0,2
32857,3,0,2
32858,942,0,0
32860,4,0,2
32861,3,0,2
32862,945,0,0
32864,4,0,2
32865,3,0,2
32866,945,0,0
32868,4,0,2
32869,3,0,2
32870,946,0,0
32872,4,0,2
32873,3,0,2
32874,942,0,0
32876,4,0,2
32877,3,0,2
32878,945,0,0
32880,4,0,2
32881,3,0,2
32882,942,0,0
32884,4,0,2
32885,3,0,2
32886,945,0,0
32888,4,0,2
32889,3,0,2
32890,946,0,0
32892,4,0,2
32893,3,0,2
32894,940,0,0
32896,4,0,2
32897,3,0,2
32898,943,0,0
32900,4,0,2
32901,3,0,2
32902,3,0,2
32904,945,0,0
32905,3,0,2
32906,3,0,2
32908,944,0,0
32909,3,0,2
32910,3,0,2
32912,4,0,0
32913,3,0,2
32914,3,0,2
32916,4,0,2
32917,3,0,2
32918,3,0,2
32920,4,0,2
32921,3,0,2
32922,3,0,2
32924,4,0,2
32925,3,0,2
32926,3,0,2
32928,942,0,0
32929,3,0,2
32930,3,0,2
32932,938,0,0
32933,3,0,2
32934,3,0,2
32936,945,0,0
32937,3,0,2
32938,3,0,2
32940,939,0,0
32941,3,0,2
32942,3,0,2
32944,938,0,0
32945,3,0,2
32946,3,0,2
32948,941,0,0
32949,3,0,2
32950,3,0,2
32952,943,0,0
32953,3,0,2
32954,3,0,2
32956,938,0,0
32957,3,0,2
32958,3,0,2
32960,4,0,2
32961,3,0,2
32962,945,0,0
32964,4,0,2
32965,3,0,2
32966,945,0,0
32968,4,0,2
32969,3,0,2
32970,940,0,0
32972,4,0,2
32973,3,0,2
32974,945,0,0
32976,4,0,2
32977,3,0,2
32978,946,0,0
32980,4,0,2
32981,3,0,2
32982,940,0,0
32984,4,0,2
32985,3,0,2
32986,944,0,0
32988,4,0,2
32989,3,0,2
32990,940,0,0
32992,945,0,0
32993,3,0,2
32994,940,0,0
32996,942,0,0
32997,3,0,2
32998,942,0,0
33000,943,0,0
33001,3,0,2
33002,942,0,0
33004,943,0,0
33005,3,0,2
33006,940,0,0
33008,943,0,0
33009,3,0,2
33010,945,0,0
33012,945,0,0
33013,3,0,2
33014,943,0,0
33016,943,0,0
33017,3,0,2
33018,945,0,0
33020,941,0,0
33021,3,0,2
33022,945,0,0
33024,4,0,2
33025,3,0,2
33026,942,0,0
33028,4,0,2
33029,941,0,0
33030,3,0,2
33032,938,0,0
33033,939,0,0
33034,3,0,2
33036,942,0,0
33037,941,0,0
33038,3,0,2
33040,4,0,0
33041,943,0,0
33042,3,0,2
33044,4,0,2
33045,946,0,0
33046,3,0,2
33048,4,0,2
33049,943,0,0
33050,3,0,2
33052,4,0,2
33053,941,0,0
33054,3,0,2
33056,4,0,2
33057,944,0,0
33058,3,0,2
33060,4,0,2
33061,943,0,0
33062,3,0,2
33064,942,0,0
33065,941,0,0
33066,3,0,2
33068,942,0,0
33069,941,0,0
33070,3,0,2
33072,4,0,0
33073,938,0,0
33074,3,0,2
33076,4,0,2
33077,939,0,0
33078,3,0,2
33080,4,0,2
33081,940,0,0
33082,3,0,2
33084,4,0,2
33085,940,0,0
33086,3,0,2
33088,4,0,2
33089,940,0,0
33090,944,0,0
33092,4,0,2
33093,940,0,0
33094,940,0,0
33096,4,0,2
33097,940,0,0
33098,941,0,0
33100,4,0,2
33101,940,0,0
33102,942,0,0
33104,4,0,2
33105,945,0,0
33106,943,0,0
33108,4,0,2
33109,943,0,0
33110,940,0,0
33112,4,0,2
33113,945,0,0
33114,942,0,0
33116,4,0,2
33117,944,0,0
33118,941,0,0
33120,4,0,2
33121,943,0,0
33122,941,0,0
33124,4,0,2
33125,942,0,0
33126,942,0,0
33128,4,0,2
33129,943,0,0
33130,941,0,0
33132,4,0,2
33133,940,0,0
33134,944,0,0
33136,4,0,2
33137,945,0,0
33138,943,0,0
33140,4,0,2
33141,943,0,0
33142,944,0,0
33144,4,0,2
33145,945,0,0
33146,938,0,0
33148,4,0,2
33149,938,0,0
33150,938,0,0
33152,4,0,2
33153,3,0,2
33154,940,0,0
33156,4,0,2
33157,942,0,0
33158,3,0,2
33160,939,0,0
33161,940,0,0
33162,3,0,2
33164,941,0,0
33165,945,0,0
33166,3,0,2
33168,4,0,0
33169,945,0,0
33170,3,0,2
33172,4,0,2
33173,942,0,0
33174,3,0,2
33176,4,0,2
33177,943,0,0
33178,3,0,2
33180,4,0,2
33181,944,0,0
33182,3,0,2
33184,942,0,0
33185,946,0,0
33186,3,0,2
33188,941,0,0
33189,942,0,0
33190,3,0,2
33192,940,0,0
33193,939,0,0
33194,3,0,2
33196,943,0,0
33197,945,0,0
33198,3,0,2
33200,941,0,0
33201,940,0,0
33202,3,0,2
33204,943,0,0
33205,945,0,0
33206,3,0,2
33208,940,0,0
33209,944,0,0
33210,3,0,2
33212,940,0,0
33213,943,0,0
33214,3,0,2
33216,4,0,2
33217,942,0,0
33218,940,0,0
33220,4,0,2
33221,938,0,0
33222,942,0,0
33224,4,0,2
33225,943,0,0
33226,943,0,0
33228,4,0,2
33229,946,0,0
33230,944,0,0
33232,4,0,2
33233,939,0,0
33234,942,0,0
33236,4,0,2
33237,942,0,0
33238,942,0,0
33240,4,0,2
33241,944,0,0
33242,946,0,0
33244,4,0,2
33245,943,0,0
33246,942,0,0
33248,940,0,0
33249,944,0,0
33250,942,0,0
33252,942,0,0
33253,938,0,0
33254,941,0,0
33256,945,0,0
33257,939,0,0
33258,942,0,0
33260,941,0,0
33261,945,0,0
33262,943,0,0
33264,944,0,0
33265,940,0,0
33266,945,0,0
33268,944,0,0
33269,941,0,0
33270,942,0,0
33272,939,0,0
33273,942,0,0
33274,944,0,0
33276,941,0,0
33277,939,0,0
33278,943,0,0
33280,4,0,2
33281,3,0,2
33282,941,0,0
33284,4,0,2
33285,3,0,0
33286,3,0,2
33288,944,0,0
33289,3,0,0
33290,3,0,2
33292,944,0,0
33293,3,0,0
33294,3,0,2
33296,4,0,2
33297,3,0,0
33298,3,0,2
33300,4,0,2
33301,3,0,0
33302,3,0,2
33304,4,0,2
33305,3,0,0
33306,3,0,2
33308,4,0,2
33309,3,0,0
33310,3,0,2
33312,4,0,2
33313,3,0,0
33314,3,0,2
33316,4,0,2
33317,3,0,0
33318,3,0,2
33320,940,0,0
33321,3,0,0
33322,3,0,2
33324,940,0,0
33325,3,0,0
33326,3,0,2
33328,4,0,2
33329,3,0,0
33330,3,0,2
33332,4,0,2
33333,3,0,0
33334,3,0,2
33336,4,0,2
33337,3,0,0
33338,3,0,2
33340,4,0,2
33341,3,0,0
33342,3,0,2
33344,4,0,2
33345,3,0,0
33346,944,0,0
33348,4,0,2
33349,3,0,0
33350,939,0,0
33352,4,0,2
33353,3,0,0
33354,944,0,0
33356,4,0,2
33357,3,0,0
33358,941,0,0
33360,4,0,2
33361,3,0,0
33362,942,0,0
33364,4,0,2
33365,3,0,0
33366,940,0,0
33368,4,0,2
33369,3,0,0
33370,945,0,0
33372,4,0,2
33373,3,0,0
33374,941,0,0
33376,4,0,2
33377,3,0,0
33378,944,0,0
33380,4,0,2
33381,3,0,0
33382,939,0,0
33384,4,0,2
33385,3,0,0
33386,945,0,0
33388,4,0,2
33389,3,0,0
33390,944,0,0
33392,4,0,2
33393,3,0,0
33394,939,0,0
33396,4,0,2
33397,3,0,0
33398,940,0,0
33400,4,0,2
33401,3,0,0
33402,943,0,0
33404,4,0,2
33405,3,0,0
33406,940,0,0
33408,4,0,2
33409,3,0,2
33410,937,0,0
33412,4,0,2
33413,3,0,2
33414,3,0,2
33416,939,0,0
33417,3,0,2
33418,3,0,2
33420,940,0,0
33421,3,0,2
33422,3,0,2
33424,4,0,0
33425,3,0,2
33426,3,0,2
33428,4,0,2
33429,3,0,2
33430,3,0,2
33432,4,0,2
33433,3,0,2
33434,3,0,2
33436,4,0,2
33437,3,0,2
33438,3,0,2
33440,942,0,0
33441,3,0,2
33442,3,0,2
33444,944,0,0
33445,3,0,2
33446,3,0,2
33448,938,0,0
33449,3,0,2
33450,3,0,2
33452,940,0,0
33453,3,0,2
33454,3,0,2
33456,942,0,0
33457,3,0,2
33458,3,0,2
33460,941,0,0
33461,3,0,2
33462,3,0,2
33464,939,0,0
33465,3,0,2
33466,3,0,2
33468,939,0,0
33469,3,0,2
33470,3,0,2
33472,4,0,2
33473,3,0,2
33474,940,0,0
33476,4,0,2
33477,3,0,2
33478,938,0,0
33480,4,0,2
33481,3,0,2
33482,941,0,0
33484,4,0,2
33485,3,0,2
33486,938,0,0
33488,4,0,2
33489,3,0,2
33490,939,0,0
33492,4,0,2
33493,3,0,2
33494,939,0,0
33496,4,0,2
33497,3,0,2
33498,945,0,0
33500,4,0,2
33501,3,0,2
33502,939,0,0
33504,943,0,0
33505,3,0,2
33506,943,0,0
33508,944,0,0
33509,3,0,2
33510,943,0,0
33512,941,0,0
33513,3,0,2
33514,938,0,0
33516,943,0,0
33517,3,0,2
33518,945,0,0
33520,940,0,0
33521,3,0,2
33522,944,0,0
33524,939,0,0
33525,3,0,2
33526,944,0,0
33528,944,0,0
33529,3,0,2
33530,946,0,0
33532,943,0,0
33533,3,0,2
33534,939,0,0
33536,4,0,2
33537,3,0,2
33538,95.04,95,0
33540,4,0,2
33541,3,0,2
33542,3,0,2
33544,943,0,0
33545,3,0,2
33546,3,0,2
33548,941,0,0
33549,3,0,2
33550,3,0,2
33552,4,0,0
33553,3,0,2
33554,3,0,2
33556,4,0,2
33557,3,0,2
33558,3,0,2
33560,4,0,2
33561,3,0,2
33562,3,0,2
33564,4,0,2
33565,3,0,2
33566,3,0,2
33568,4,0,2
33569,3,0,2
33570,3,0,2
33572,4,0,2
33573,3,0,2
33574,3,0,2
33576,939,0,0
33577,3,0,2
33578,3,0,2
33580,942,0,0
33581,3,0,2
33582,3,0,2
33584,4,0,0
33585,3,0,2
33586,3,0,2
33588,4,0,2
33589,3,0,2
33590,3,0,2
33592,4,0,2
33593,3,0,2
33594,3,0,2
33596,4,0,2
33597,3,0,2
33598,3,0,2
33600,4,0,2
33601,3,0,2
33602,945,0,0
33604,4,0,2
33605,3,0,2
33606,943,0,0
33608,4,0,2
33609,3,0,2
33610,941,0,0
33612,4,0,2
33613,3,0,2
33614,944,0,0
33616,4,0,2
33617,3,0,2
33618,944,0,0
33620,4,0,2
33621,3,0,2
33622,945,0,0
33624,4,0,2
33625,3,0,2
33626,942,0,0
33628,4,0,2
33629,3,0,2
33630,941,0,0
33632,4,0,2
33633,3,0,2
33634,944,0,0
33636,4,0,2
33637,3,0,2
33638,940,0,0
33640,4,0,2
33641,3,0,2
33642,941,0,0
33644,4,0,2
33645,3,0,2
33646,939,0,0
33648,4,0,2
33649,3,0,2
33650,941,0,0
33652,4,0,2
33653,3,0,2
33654,942,0,0
33656,4,0,2
33657,3,0,2
33658,940,0,0
33660,4,0,2
33661,3,0,2
33662,940,0,0
33664,4,0,2
33665,3,0,2
33666,944,0,0
33668,4,0,2
33669,3,0,2
33670,3,0,2
33672,941,0,0
33673,3,0,2
33674,3,0,2
33676,944,0,0
33677,3,0,2
33678,3,0,2
33680,4,0,0
33681,3,0,2
33682,3,0,2
33684,4,0,2
33685,3,0,2
33686,3,0,2
33688,4,0,2
33689,3,0,2
33690,3,0,2
33692,4,0,2
33693,3,0,2
33694,3,0,2
33696,945,0,0
33697,3,0,2
33698,3,0,2
33700,939,0,0
33701,3,0,2
33702,3,0,2
33704,944,0,0
33705,3,0,2
33706,3,0,2
33708,939,0,0
33709,3,0,2
33710,3,0,2
33712,945,0,0
33713,3,0,2
33714,3,0,2
33716,942,0,0
33717,3,0,2
33718,3,0,2
33720,937,0,0
33721,3,0,2
33722,3,0,2
33724,944,0,0
33725,3,0,2
33726,3,0,2
33728,4,0,2
33729,3,0,2
33730,937,0,0
33732,4,0,2
33733,3,0,2
33734,938,0,0
33736,4,0,2
33737,3,0,2
33738,942,0,0
33740,4,0,2
33741,3,0,2
33742,941,0,0
33744,4,0,2
33745,3,0,2
33746,943,0,0
33748,4,0,2
33749,3,0,2
33750,945,0,0
33752,4,0,2
33753,3,0,2
33754,939,0,0
33756,4,0,2
33757,3,0,2
33758,940,0,0
33760,939,0,0
33761,3,0,2
33762,937,0,0
33764,942,0,0
33765,3,0,2
33766,942,0,0
33768,938,0,0
33769,3,0,2
33770,943,0,0
33772,944,0,0
33773,3,0,2
33774,941,0,0
33776,940,0,0
33777,3,0,2
33778,938,0,0
33780,945,0,0
33781,3,0,2
33782,944,0,0
33784,940,0,0
33785,3,0,2
33786,938,0,0
33788,939,0,0
33789,3,0,2
33790,943,0,0
33792,4,0,2
33793,3,0,2
33794,940,0,0
33796,4,0,2
33797,3,0,2
33798,3,0,2
33800,941,0,0
33801,3,0,2
33802,3,0,2
33804,942,0,0
33805,3,0,2
33806,3,0,2
33808,4,0,2
33809,3,0,2
33810,3,0,2
33812,4,0,2
33813,3,0,2
33814,3,0,2
33816,4,0,2
33817,3,0,2
33818,3,0,2
33820,4,0,2
33821,3,0,2
33822,3,0,2
33824,4,0,2
33825,3,0,2
33826,3,0,2
33828,4,0,2
33829,3,0,2
33830,3,0,2
33832,939,0,0
33833,3,0,2
33834,3,0,2
33836,940,0,0
33837,3,0,2
33838,3,0,2
33840,4,0,2
33841,3,0,2
33842,3,0,2
33844,4,0,2
33845,3,0,2
33846,3,0,2
33848,4,0,2
33849,3,0,2
33850,3,0,2
33852,4,0,2
33853,3,0,2
33854,3,0,2
33856,4,0,2
33857,3,0,2
33858,939,0,0
33860,4,0,2
33861,3,0,2
33862,943,0,0
33864,4,0,2
33865,3,0,2
33866,942,0,0
33868,4,0,2
33869,3,0,2
33870,939,0,0
33872,4,0,2
33873,3,0,2
33874,943,0,0
33876,4,0,2
33877,3,0,2
33878,941,0,0
33880,4,0,2
33881,3,0,2
33882,945,0,0
33884,4,0,2
33885,3,0,2
33886,940,0,0
33888,4,0,2
33889,3,0,2
33890,941,0,0
33892,4,0,2
33893,3,0,2
33894,942,0,0
33896,4,0,2
33897,3,0,2
33898,945,0,0
33900,4,0,2
33901,3,0,2
33902,939,0,0
33904,4,0,2
33905,3,0,2
33906,940,0,0
33908,4,0,2
33909,3,0,2
33910,946,0,0
33912,4,0,2
33913,3,0,2
33914,940,0,0
33916,4,0,2
33917,3,0,2
33918,944,0,0
33920,4,0,2
33921,3,0,2
33922,938,0,0
33924,4,0,2
33925,3,0,2
33926,3,0,2
33928,943,0,0
33929,3,0,2
33930,3,0,2
33932,945,0,0
33933,3,0,2
33934,3,0,2
33936,4,0,0
33937,3,0,2
33938,3,0,2
33940,4,0,2
33941,3,0,2
33942,3,0,2
33944,4,0,2
33945,3,0,2
33946,3,0,2
33948,4,0,2
33949,3,0,2
33950,3,0,2
33952,939,0,0
33953,3,0,2
33954,3,0,2
33956,943,0,0
33957,3,0,2
33958,3,0,2
33960,940,0,0
33961,3,0,2
33962,3,0,2
33964,938,0,0
33965,3,0,2
33966,3,0,2
33968,944,0,0
33969,3,0,2
33970,3,0,2
33972,941,0,0
33973,3,0,2
33974,3,0,2
33976,941,0,0
33977,3,0,2
33978,3,0,2
33980,945,0,0
33981,3,0,2
33982,3,0,2
33984,4,0,2
33985,3,0,2
33986,944,0,0
33988,4,0,2
33989,3,0,2
33990,946,0,0
33992,4,0,2
33993,3,0,2
33994,944,0,0
33996,4,0,2
33997,3,0,2
33998,939,0,0
34000,4,0,2
34001,3,0,2
34002,943,0,0
34004,4,0,2
34005,3,0,2
34006,945,0,0
34008,4,0,2
34009,3,0,2
34010,942,0,0
34012,4,0,2
34013,3,0,2
34014,941,0,0
34016,940,0,0
34017,3,0,2
34018,940,0,0
34020,945,0,0
34021,3,0,2
34022,944,0,0
34024,939,0,0
34025,3,0,2
34026,939,0,0
34028,941,0,0
34029,3,0,2
34030,938,0,0
34032,945,0,0
34033,3,0,2
34034,939,0,0
34036,943,0,0
34037,3,0,2
34038,938,0,0
34040,943,0,0
34041,3,0,2
34042,943,0,0
34044,941,0,0
34045,3,0,2
34046,945,0,0
34048,4,0,2
34049,3,0,2
34050,945,0,0
34052,4,0,2
34053,942,0,0
34054,944,0,0
34056,940,0,0
34057,944,0,0
34058,940,0,0
34060,945,0,0
34061,939,0,0
34062,943,0,0
34064,4,0,0
34065,941,0,0
34066,941,0,0
34068,4,0,2
34069,939,0,0
34070,942,0,0
34072,4,0,2
34073,939,0,0
34074,939,0,0
34076,4,0,2
34077,945,0,0
34078,938,0,0
34080,4,0,2
34081,944,0,0
34082,941,0,0
34084,4,0,2
34085,940,0,0
34086,943,0,0
34088,938,0,0
34089,945,0,0
34090,3,0,2
34092,944,0,0
34093,939,0,0
34094,941,0,0
34096,4,0,0
34097,939,0,0
34098,941,0,0
34100,4,0,2
34101,939,0,0
34102,939,0,0
34104,4,0,2
34105,943,0,0
34106,939,0,0
34108,4,0,2
34109,944,0,0
34110,942,0,0
34112,4,0,2
34113,940,0,0
34114,938,0,0
34116,4,0,2
34117,941,0,0
34118,938,0,0
34120,4,0,2
34121,946,0,0
34122,944,0,0
34124,4,0,2
34125,942,0,0
34126,943,0,0
34128,4,0,2
34129,945,0,0
34130,943,0,0
34132,4,0,2
34133,944,0,0
34134,938,0,0
34136,4,0,2
34137,944,0,0
34138,938,0,0
34140,4,0,2
34141,943,0,0
34142,943,0,0
34144,4,0,2
34145,944,0,0
34146,941,0,0
34148,4,0,2
34149,941,0,0
34150,945,0,0
34152,4,0,2
34153,938,0,0
34154,939,0,0
34156,4,0,2
34157,943,0,0
34158,938,0,0
34160,4,0,2
34161,942,0,0
34162,938,0,0
34164,4,0,2
34165,945,0,0
34166,940,0,0
34168,4,0,2
34169,940,0,0
34170,942,0,0
34172,4,0,2
34173,938,0,0
34174,941,0,0
34176,4,0,2
34177,3,0,2
34178,939,0,0
34180,4,0,2
34181,943,0,0
34182,945,0,0
34184,944,0,0
34185,942,0,0
34186,944,0,0
34188,941,0,0
34189,944,0,0
34190,944,0,0
34192,4,0,0
34193,943,0,0
34194,943,0,0
34196,4,0,2
34197,939,0,0
34198,939,0,0
34200,4,0,2
34201,939,0,0
34202,938,0,0
34204,4,0,2
34205,938,0,0
34206,942,0,0
34208,942,0,0
34209,938,0,0
34210,943,0,0
34212,942,0,0
34213,941,0,0
34214,939,0,0
34216,940,0,0
34217,944,0,0
34218,940,0,0
34220,944,0,0
34221,943,0,0
34222,3,0,2
34224,939,0,0
34225,943,0,0
34226,940,0,0
34228,938,0,0
34229,941,0,0
34230,944,0,0
34232,939,0,0
34233,942,0,0
34234,940,0,0
34236,938,0,0
34237,940,0,0
34238,941,0,0
34240,4,0,2
34241,941,0,0
34242,939,0,0
34244,4,0,2
34245,937,0,0
34246,938,0,0
34248,4,0,2
34249,944,0,0
34250,942,0,0
34252,4,0,2
34253,938,0,0
34254,938,0,0
34256,4,0,2
34257,941,0,0
34258,939,0,0
34260,4,0,2
34261,940,0,0
34262,945,0,0
34264,4,0,2
34265,944,0,0
34266,939,0,0
34268,4,0,2
34269,944,0,0
34270,945,0,0
34272,940,0,0
34273,939,0,0
34274,939,0,0
34276,939,0,0
34277,940,0,0
34278,942,0,0
34280,944,0,0
34281,940,0,0
34282,939,0,0
34284,942,0,0
34285,940,0,0
34286,943,0,0
34288,944,0,0
34289,944,0,0
34290,942,0,0
34292,940,0,0
34293,939,0,0
34294,942,0,0
34296,944,0,0
34297,943,0,0
34298,943,0,0
34300,944,0,0
34301,944,0,0
34302,944,0,0
34304,943,0,0
34305,3,0,2
34306,937,0,0
34308,944,0,0
34309,3,0,0
34310,3,0,2
34312,945,0,0
34313,3,0,0
34314,3,0,2
34316,943,0,0
34317,3,0,0
34318,3,0,0
34320,944,0,0
34321,3,0,0
34322,3,0,0
34324,942,0,0
34325,3,0,0
34326,3,0,0
34328,939,0,0
34329,3,0,0
34330,3,0,0
34332,941,0,0
34333,3,0,0
34334,3,0,0
34336,939,0,0
34337,3,0,0
34338,3,0,2
34340,944,0,0
34341,3,0,0
34342,3,0,2
34344,941,0,0
34345,3,0,0
34346,3,0,0
34348,943,0,0
34349,3,0,0
34350,3,0,0
34352,944,0,0
34353,3,0,0
34354,3,0,2
34356,939,0,0
34357,3,0,0
34358,3,0,0
34360,938,0,0
34361,3,0,0
34362,3,0,2
34364,939,0,0
34365,3,0,0
34366,3,0,0
34368,941,0,0
34369,3,0,0
34370,943,0,0
34372,939,0,0
34373,3,0,0
34374,940,0,0
34376,939,0,0
34377,3,0,0
34378,946,0,0
34380,939,0,0
34381,3,0,0
34382,938,0,0
34384,939,0,0
34385,3,0,0
34386,941,0,0
34388,945,0,0
34389,3,0,0
34390,938,0,0
34392,945,0,0
34393,3,0,0
34394,939,0,0
34396,941,0,0
34397,3,0,0
34398,944,0,0
34400,941,0,0
34401,3,0,0
34402,944,0,0
34404,943,0,0
34405,3,0,0
34406,943,0,0
34408,939,0,0
34409,3,0,0
34410,942,0,0
34412,942,0,0
34413,3,0,0
34414,940,0,0
34416,944,0,0
34417,3,0,0
34418,939,0,0
34420,944,0,0
34421,3,0,0
34422,939,0,0
34424,943,0,0
34425,3,0,0
34426,941,0,0
34428,938,0,0
34429,3,0,0
34430,939,0,0
34432,937,0,0
34433,3,0,2
34434,941,0,0
34436,941,0,0
34437,3,0,2
34438,3,0,2
34440,941,0,0
34441,3,0,2
34442,3,0,2
34444,941,0,0
34445,3,0,2
34446,3,0,2
34448,944,0,0
34449,3,0,2
34450,3,0,2
34452,942,0,0
34453,3,0,2
34454,3,0,2
34456,946,0,0
34457,3,0,2
34458,3,0,2
34460,943,0,0
34461,3,0,2
34462,3,0,2
34464,939,0,0
34465,3,0,2
34466,3,0,2
34468,942,0,0
34469,3,0,2
34470,3,0,2
34472,942,0,0
34473,3,0,2
34474,3,0,2
34476,940,0,0
34477,3,0,2
34478,3,0,2
34480,940,0,0
34481,3,0,2
34482,3,0,2
34484,940,0,0
34485,3,0,2
34486,3,0,2
34488,941,0,0
34489,3,0,2
34490,3,0,2
34492,941,0,0
34493,3,0,2
34494,3,0,2
34496,939,0,0
34497,3,0,2
34498,940,0,0
34500,945,0,0
34501,3,0,2
34502,941,0,0
34504,939,0,0
34505,3,0,2
34506,942,0,0
34508,941,0,0
34509,3,0,2
34510,938,0,0
34512,938,0,0
34513,3,0,2
34514,938,0,0
34516,942,0,0
34517,3,0,2
34518,942,0,0
34520,939,0,0
34521,3,0,2
34522,940,0,0
34524,939,0,0
34525,3,0,2
34526,941,0,0
34528,942,0,0
34529,3,0,2
34530,941,0,0
34532,944,0,0
34533,3,0,2
34534,944,0,0
34536,943,0,0
34537,3,0,2
34538,941,0,0
34540,941,0,0
34541,3,0,2
34542,944,0,0
34544,940,0,0
34545,3,0,2
34546,942,0,0
34548,937,0,0
34549,3,0,2
34550,943,0,0
34552,943,0,0
34553,3,0,2
34554,943,0,0
34556,938,0,0
34557,3,0,2
34558,938,0,0
34560,940,0,0
34561,3,0,2
34562,942,0,0
34564,941,0,0
34565,3,0,2
34566,3,0,2
34568,943,0,0
34569,3,0,2
34570,3,0,2
34572,943,0,0
34573,3,0,2
34574,3,0,2
34576,944,0,0
34577,3,0,2
34578,3,0,2
34580,937,0,0
34581,3,0,2
34582,3,0,2
34584,945,0,0
34585,3,0,2
34586,3,0,2
34588,938,0,0
34589,3,0,2
34590,3,0,2
34592,942,0,0
34593,3,0,2
34594,3,0,2
34596,937,0,0
34597,3,0,2
34598,3,0,2
34600,941,0,0
34601,3,0,2
34602,3,0,2
34604,943,0,0
34605,3,0,2
34606,3,0,2
34608,939,0,0
34609,3,0,2
34610,3,0,2
34612,941,0,0
34613,3,0,2
34614,3,0,2
34616,942,0,0
34617,3,0,2
34618,3,0,2
34620,943,0,0
34621,3,0,2
34622,3,0,2
34624,940,0,0
34625,3,0,2
34626,937,0,0
34628,938,0,0
34629,3,0,2
34630,946,0,0
34632,941,0,0
34633,3,0,2
34634,942,0,0
34636,945,0,0
34637,3,0,2
34638,940,0,0
34640,941,0,0
34641,3,0,2
34642,941,0,0
34644,942,0,0
