InstructionDecimal,CyclesTaken,ClockStop,NextBlipCycles
14130,942,0,0
14132,938,0,0
14133,939,0,0
14134,944,0,0
14136,938,0,0
14137,944,0,0
14138,940,0,0
14140,940,0,0
14141,938,0,0
14142,938,0,0
14144,943,0,0
14145,940,0,0
14146,942,0,0
14148,938,0,0
14149,939,0,0
14150,942,0,0
14152,941,0,0
14153,941,0,0
14154,940,0,0
14156,943,0,0
14157,945,0,0
14158,942,0,0
14160,945,0,0
14161,943,0,0
14162,943,0,0
14164,938,0,0
14165,938,0,0
14166,942,0,0
14168,944,0,0
14169,941,0,0
14170,943,0,0
14172,945,0,0
14173,939,0,0
14174,940,0,0
14176,943,0,0
14177,945,0,0
14178,940,0,0
14180,941,0,0
14181,13,0,10
14182,941,0,0
14184,945,0,0
14185,939,0,0
14186,946,0,0
14188,939,0,0
14189,945,0,0
14190,940,0,0
14192,938,0,0
14193,945,0,0
14194,945,0,0
14196,938,0,0
14197,940,0,0
14198,944,0,0
14200,939,0,0
14201,941,0,0
14202,940,0,0
14204,943,0,0
14205,11,0,10
14206,940,0,0
14208,4,0,2
14209,941,0,0
14210,4,0,2
14212,4,0,2
14213,940,0,0
14214,4,0,2
14216,944,0,0
14217,942,0,0
14218,943,0,0
14220,940,0,0
14221,940,0,0
14222,942,0,0
14224,4,0,2
14225,945,0,0
14226,4,0,0
14228,4,0,2
14229,943,0,0
14230,4,0,2
14232,4,0,2
14233,943,0,0
14234,4,0,2
14236,4,0,2
14237,942,0,0
14238,4,0,2
14240,4,0,2
14241,943,0,0
14242,4,0,2
14244,4,0,2
14245,941,0,0
14246,4,0,2
14248,944,0,0
14249,944,0,0
14250,942,0,0
14252,941,0,0
14253,942,0,0
14254,939,0,0
14256,4,0,0
14257,939,0,0
14258,4,0,2
14260,4,0,2
14261,940,0,0
14262,4,0,2
14264,4,0,2
14265,941,0,0
14266,4,0,2
14268,4,0,2
14269,945,0,0
14270,4,0,2
14272,4,0,2
14273,16,0,4
14274,4,0,2
14276,4,0,2
14277,6,0,2
14278,4,0,2
14280,939,0,0
14281,15,0,4
14282,942,0,0
14284,940,0,0
14285,8,0,10
14286,943,0,0
14288,4,0,2
14289,13,0,4
14290,4,0,0
14292,4,0,2
14293,6,0,10
14294,4,0,2
14296,4,0,2
14297,13,0,4
14298,4,0,2
14300,4,0,2
14301,16,0,16
14302,4,0,2
14304,4,0,2
14305,11,0,4
14306,4,0,2
14308,4,0,2
14309,14,0,14
14310,4,0,2
14312,939,0,0
14313,11,0,4
14314,942,0,0
14316,943,0,0
14317,14,0,14
14318,944,0,0
14320,4,0,0
14321,9,0,4
14322,4,0,2
14324,4,0,2
14325,12,0,12
14326,4,0,2
14328,4,0,2
14329,9,0,4
14330,4,0,2
14332,4,0,2
14333,12,0,12
14334,4,0,2
14336,940,0,0
14337,944,0,0
14338,939,0,0
14340,940,0,0
14341,942,0,0
14342,944,0,0
14344,944,0,0
14345,940,0,0
14346,944,0,0
14348,945,0,0
14349,943,0,0
14350,944,0,0
14352,944,0,0
14353,944,0,0
14354,942,0,0
14356,939,0,0
14357,941,0,0
14358,942,0,0
14360,940,0,0
14361,945,0,0
14362,939,0,0
14364,942,0,0
14365,942,0,0
14366,946,0,0
14368,946,0,0
14369,940,0,0
14370,946,0,0
14372,942,0,0
14373,938,0,0
14374,939,0,0
14376,941,0,0
14377,945,0,0
14378,944,0,0
14380,945,0,0
14381,939,0,0
14382,943,0,0
14384,939,0,0
14385,945,0,0
14386,944,0,0
14388,942,0,0
14389,942,0,0
14390,944,0,0
14392,944,0,0
14393,938,0,0
14394,940,0,0
14396,940,0,0
14397,940,0,0
14398,942,0,0
14400,942,0,0
14401,943,0,0
14402,939,0,0
14404,938,0,0
14405,943,0,0
14406,940,0,0
14408,942,0,0
14409,944,0,0
14410,945,0,0
14412,944,0,0
14413,942,0,0
14414,940,0,0
14416,940,0,0
14417,939,0,0
14418,942,0,0
14420,938,0,0
14421,940,0,0
14422,941,0,0
14424,941,0,0
14425,944,0,0
14426,940,0,0
14428,942,0,0
14429,944,0,0
14430,938,0,0
14432,938,0,0
14433,938,0,0
14434,945,0,0
14436,940,0,0
14437,939,0,0
14438,943,0,0
14440,938,0,0
14441,944,0,0
14442,943,0,0
14444,939,0,0
14445,940,0,0
14446,940,0,0
14448,941,0,0
14449,943,0,0
14450,940,0,0
14452,939,0,0
14453,942,0,0
14454,938,0,0
14456,945,0,0
14457,945,0,0
14458,939,0,0
14460,940,0,0
14461,938,0,0
14462,940,0,0
14464,4,0,2
14465,944,0,0
14466,4,0,2
14468,4,0,2
14469,943,0,0
14470,4,0,2
14472,940,0,0
14473,944,0,0
14474,938,0,0
14476,942,0,0
14477,943,0,0
14478,943,0,0
14480,4,0,2
14481,939,0,0
14482,4,0,0
14484,4,0,2
14485,944,0,0
14486,4,0,2
14488,4,0,2
14489,938,0,0
14490,4,0,2
14492,4,0,2
14493,942,0,0
14494,4,0,2
14496,4,0,2
14497,942,0,0
14498,4,0,2
14500,4,0,2
14501,944,0,0
14502,4,0,2
14504,938,0,0
14505,943,0,0
14506,944,0,0
14508,939,0,0
14509,938,0,0
14510,944,0,0
14512,4,0,0
14513,942,0,0
14514,4,0,2
14516,4,0,2
14517,940,0,0
14518,4,0,2
14520,4,0,2
14521,940,0,0
14522,4,0,2
14524,4,0,2
14525,940,0,0
14526,4,0,2
14528,4,0,2
14529,939,0,0
14530,4,0,2
14532,4,0,2
14533,941,0,0
14534,4,0,2
14536,944,0,0
14537,940,0,0
14538,945,0,0
14540,941,0,0
14541,938,0,0
14542,944,0,0
14544,4,0,2
14545,942,0,0
14546,4,0,0
14548,4,0,2
14549,941,0,0
14550,4,0,2
14552,4,0,2
14553,941,0,0
14554,4,0,2
14556,4,0,2
14557,945,0,0
14558,4,0,2
14560,4,0,2
14561,942,0,0
14562,4,0,2
14564,4,0,2
14565,943,0,0
14566,4,0,2
14568,944,0,0
14569,939,0,0
14570,944,0,0
14572,938,0,0
14573,938,0,0
14574,943,0,0
14576,4,0,0
14577,946,0,0
14578,4,0,2
14580,4,0,2
14581,939,0,0
14582,4,0,2
14584,4,0,2
14585,944,0,0
14586,4,0,2
14588,4,0,2
14589,944,0,0
14590,4,0,2
14592,4,0,2
14593,942,0,0
14594,4,0,2
14596,4,0,2
14597,940,0,0
14598,4,0,2
14600,942,0,0
14601,943,0,0
14602,943,0,0
14604,939,0,0
14605,945,0,0
14606,939,0,0
14608,4,0,0
14609,939,0,0
14610,4,0,0
14612,4,0,2
14613,945,0,0
14614,4,0,2
14616,4,0,2
14617,940,0,0
14618,4,0,2
14620,4,0,2
14621,942,0,0
14622,4,0,2
14624,4,0,2
14625,941,0,0
14626,4,0,2
14628,4,0,2
14629,945,0,0
14630,4,0,2
14632,945,0,0
14633,939,0,0
14634,939,0,0
14636,946,0,0
14637,943,0,0
14638,942,0,0
14640,4,0,0
14641,943,0,0
14642,4,0,0
14644,4,0,2
14645,939,0,0
14646,4,0,2
14648,4,0,2
14649,942,0,0
14650,4,0,2
14652,4,0,2
14653,945,0,0
14654,4,0,2
14656,4,0,2
14657,945,0,0
14658,4,0,2
14660,4,0,2
14661,945,0,0
14662,4,0,2
14664,938,0,0
14665,942,0,0
14666,944,0,0
14668,941,0,0
14669,941,0,0
14670,940,0,0
14672,4,0,0
14673,944,0,0
14674,4,0,0
14676,4,0,2
14677,942,0,0
14678,4,0,2
14680,4,0,2
14681,939,0,0
14682,4,0,2
14684,4,0,2
14685,939,0,0
14686,4,0,2
14688,4,0,2
14689,943,0,0
14690,4,0,2
14692,4,0,2
14693,940,0,0
14694,4,0,2
14696,940,0,0
14697,944,0,0
14698,942,0,0
14700,945,0,0
14701,938,0,0
14702,945,0,0
14704,4,0,0
14705,939,0,0
14706,4,0,0
14708,4,0,2
14709,940,0,0
14710,4,0,2
14712,4,0,2
14713,944,0,0
14714,4,0,2
14716,4,0,2
14717,943,0,0
14718,4,0,2
14720,945,0,0
14721,942,0,0
14722,942,0,0
14724,944,0,0
14725,939,0,0
14726,942,0,0
14728,941,0,0
14729,941,0,0
14730,942,0,0
14732,943,0,0
14733,941,0,0
14734,945,0,0
14736,943,0,0
14737,942,0,0
14738,941,0,0
14740,940,0,0
14741,943,0,0
14742,940,0,0
14744,941,0,0
14745,945,0,0
14746,944,0,0
14748,942,0,0
14749,945,0,0
14750,938,0,0
14752,945,0,0
14753,938,0,0
14754,944,0,0
14756,938,0,0
14757,939,0,0
14758,943,0,0
14760,941,0,0
14761,940,0,0
14762,938,0,0
14764,944,0,0
14765,940,0,0
14766,945,0,0
14768,942,0,0
14769,945,0,0
14770,940,0,0
14772,941,0,0
14773,938,0,0
14774,938,0,0
14776,941,0,0
14777,940,0,0
14778,944,0,0
14780,943,0,0
14781,943,0,0
14782,939,0,0
14784,941,0,0
14785,938,0,0
14786,938,0,0
14788,945,0,0
14789,945,0,0
14790,942,0,0
14792,939,0,0
14793,945,0,0
14794,938,0,0
14796,944,0,0
14797,943,0,0
14798,941,0,0
14800,944,0,0
14801,945,0,0
14802,940,0,0
14804,938,0,0
14805,939,0,0
14806,941,0,0
14808,938,0,0
14809,945,0,0
14810,939,0,0
14812,942,0,0
14813,943,0,0
14814,940,0,0
14816,942,0,0
14817,945,0,0
14818,937,0,0
14820,945,0,0
14821,938,0,0
14822,942,0,0
14824,940,0,0
14825,939,0,0
14826,943,0,0
14828,942,0,0
14829,937,0,0
14830,942,0,0
14832,939,0,0
14833,944,0,0
14834,943,0,0
14836,943,0,0
14837,940,0,0
14838,944,0,0
14840,939,0,0
14841,944,0,0
14842,946,0,0
14844,943,0,0
14845,940,0,0
14846,945,0,0
14848,5,0,2
14849,944,0,0
14850,5,0,2
14852,5,0,2
14853,943,0,0
14854,5,0,2
14856,942,0,0
14857,940,0,0
14858,940,0,0
14860,942,0,0
14861,944,0,0
14862,945,0,0
14864,5,0,0
14865,939,0,0
14866,5,0,0
14868,5,0,2
14869,938,0,0
14870,5,0,2
14872,5,0,2
14873,944,0,0
14874,5,0,2
14876,5,0,2
14877,940,0,0
14878,5,0,2
14880,5,0,2
14881,940,0,0
14882,5,0,2
14884,5,0,2
14885,938,0,0
14886,5,0,2
14888,945,0,0
14889,945,0,0
14890,944,0,0
14892,943,0,0
14893,937,0,0
14894,938,0,0
14896,5,0,0
14897,943,0,0
14898,5,0,0
14900,5,0,2
14901,940,0,0
14902,5,0,2
14904,5,0,2
14905,943,0,0
14906,5,0,2
14908,5,0,2
14909,943,0,0
14910,5,0,2
14912,5,0,2
14913,939,0,0
14914,5,0,2
14916,5,0,2
14917,943,0,0
14918,5,0,2
14920,945,0,0
14921,945,0,0
14922,944,0,0
14924,944,0,0
14925,940,0,0
14926,939,0,0
14928,5,0,0
14929,945,0,0
14930,5,0,2
14932,5,0,2
14933,942,0,0
14934,5,0,2
14936,5,0,2
14937,943,0,0
14938,5,0,2
14940,5,0,2
14941,938,0,0
14942,5,0,2
14944,5,0,2
14945,943,0,0
14946,5,0,2
14948,5,0,2
14949,945,0,0
14950,5,0,2
14952,939,0,0
14953,940,0,0
14954,942,0,0
14956,944,0,0
14957,943,0,0
14958,941,0,0
14960,5,0,0
14961,945,0,0
14962,5,0,0
14964,5,0,2
14965,940,0,0
14966,5,0,2
14968,5,0,2
14969,939,0,0
14970,5,0,2
14972,5,0,2
14973,939,0,0
14974,5,0,2
14976,942,0,0
14977,943,0,0
14978,942,0,0
14980,940,0,0
14981,945,0,0
14982,940,0,0
14984,938,0,0
14985,943,0,0
14986,943,0,0
14988,938,0,0
14989,941,0,0
14990,939,0,0
14992,943,0,0
14993,940,0,0
14994,942,0,0
14996,945,0,0
14997,942,0,0
14998,944,0,0
15000,939,0,0
15001,939,0,0
15002,942,0,0
15004,942,0,0
15005,940,0,0
15006,937,0,0
15008,944,0,0
15009,939,0,0
15010,944,0,0
15012,942,0,0
15013,938,0,0
15014,943,0,0
15016,940,0,0
15017,942,0,0
15018,943,0,0
15020,943,0,0
15021,940,0,0
15022,944,0,0
15024,945,0,0
15025,944,0,0
15026,940,0,0
15028,941,0,0
15029,941,0,0
15030,941,0,0
15032,939,0,0
15033,939,0,0
15034,941,0,0
15036,944,0,0
15037,944,0,0
15038,945,0,0
15040,941,0,0
15041,940,0,0
15042,944,0,0
15044,939,0,0
15045,945,0,0
15046,941,0,0
15048,944,0,0
15049,939,0,0
15050,941,0,0
15052,945,0,0
15053,941,0,0
15054,945,0,0
15056,943,0,0
15057,942,0,0
15058,944,0,0
15060,939,0,0
15061,945,0,0
15062,942,0,0
15064,939,0,0
15065,943,0,0
15066,939,0,0
15068,945,0,0
15069,946,0,0
15070,941,0,0
15072,942,0,0
15073,941,0,0
15074,938,0,0
15076,945,0,0
15077,943,0,0
15078,942,0,0
15080,941,0,0
15081,939,0,0
15082,938,0,0
15084,944,0,0
15085,944,0,0
15086,943,0,0
15088,944,0,0
15089,945,0,0
15090,940,0,0
15092,944,0,0
15093,940,0,0
15094,939,0,0
15096,944,0,0
15097,938,0,0
15098,944,0,0
15100,939,0,0
15101,940,0,0
15102,940,0,0
15104,939,0,0
15105,941,0,0
15106,940,0,0
15108,941,0,0
15109,943,0,0
15110,944,0,0
15112,938,0,0
15113,945,0,0
15114,939,0,0
15116,939,0,0
15117,943,0,0
15118,942,0,0
15120,940,0,0
15121,940,0,0
15122,941,0,0
15124,942,0,0
15125,944,0,0
15126,942,0,0
15128,945,0,0
15129,946,0,0
15130,944,0,0
15132,940,0,0
15133,940,0,0
15134,944,0,0
15136,938,0,0
15137,939,0,0
15138,943,0,0
15140,943,0,0
15141,940,0,0
15142,945,0,0
15144,940,0,0
15145,942,0,0
15146,941,0,0
15148,942,0,0
15149,938,0,0
15150,940,0,0
15152,939,0,0
15153,941,0,0
15154,939,0,0
15156,942,0,0
15157,938,0,0
15158,941,0,0
15160,941,0,0
15161,942,0,0
15162,939,0,0
15164,945,0,0
15165,941,0,0
15166,943,0,0
15168,938,0,0
15169,939,0,0
15170,944,0,0
15172,946,0,0
15173,941,0,0
15174,945,0,0
15176,940,0,0
15177,945,0,0
15178,945,0,0
15180,943,0,0
15181,940,0,0
15182,940,0,0
15184,939,0,0
15185,944,0,0
15186,942,0,0
15188,946,0,0
15189,940,0,0
15190,944,0,0
15192,941,0,0
15193,945,0,0
15194,938,0,0
15196,943,0,0
15197,943,0,0
15198,941,0,0
15200,940,0,0
15201,940,0,0
15202,944,0,0
15204,938,0,0
15205,942,0,0
15206,942,0,0
15208,943,0,0
15209,944,0,0
15210,944,0,0
15212,943,0,0
15213,943,0,0
15214,939,0,0
15216,939,0,0
15217,943,0,0
15218,938,0,0
15220,942,0,0
15221,939,0,0
15222,945,0,0
15224,941,0,0
15225,943,0,0
15226,944,0,0
15228,941,0,0
15229,938,0,0
15230,942,0,0
15232,4,0,2
15233,942,0,0
15234,4,0,2
15236,4,0,2
15237,943,0,0
15238,4,0,2
15240,939,0,0
15241,944,0,0
15242,943,0,0
15244,938,0,0
15245,944,0,0
15246,943,0,0
15248,4,0,0
15249,940,0,0
15250,4,0,0
15252,4,0,2
15253,944,0,0
15254,4,0,2
15256,4,0,2
15257,940,0,0
15258,4,0,2
15260,4,0,2
15261,940,0,0
15262,4,0,2
15264,4,0,2
15265,944,0,0
15266,4,0,2
15268,4,0,2
15269,939,0,0
15270,4,0,2
15272,944,0,0
15273,940,0,0
15274,938,0,0
15276,940,0,0
15277,944,0,0
15278,944,0,0
15280,4,0,0
15281,944,0,0
15282,4,0,0
15284,4,0,2
15285,942,0,0
15286,4,0,2
15288,4,0,2
15289,938,0,0
15290,4,0,2
15292,4,0,2
15293,944,0,0
15294,4,0,2
15296,4,0,2
15297,940,0,0
15298,4,0,2
15300,4,0,2
15301,940,0,0
15302,4,0,2
15304,939,0,0
15305,943,0,0
15306,940,0,0
15308,945,0,0
15309,942,0,0
15310,941,0,0
15312,4,0,0
15313,941,0,0
15314,4,0,0
15316,4,0,2
15317,944,0,0
15318,4,0,2
15320,4,0,2
15321,942,0,0
15322,4,0,2
15324,4,0,2
15325,944,0,0
15326,4,0,2
15328,4,0,2
15329,946,0,0
15330,4,0,2
15332,4,0,2
15333,939,0,0
15334,4,0,2
15336,942,0,0
15337,943,0,0
15338,942,0,0
15340,944,0,0
15341,945,0,0
15342,940,0,0
15344,4,0,2
15345,941,0,0
15346,4,0,2
15348,4,0,2
15349,939,0,0
15350,4,0,2
15352,4,0,2
15353,940,0,0
15354,4,0,2
15356,4,0,2
15357,940,0,0
15358,4,0,2
15360,942,0,0
15361,945,0,0
15362,941,0,0
15364,940,0,0
15365,942,0,0
15366,940,0,0
15368,939,0,0
15369,938,0,0
15370,942,0,0
15372,939,0,0
15373,940,0,0
15374,943,0,0
15376,941,0,0
15377,946,0,0
15378,941,0,0
15380,942,0,0
15381,940,0,0
15382,939,0,0
15384,938,0,0
15385,939,0,0
15386,944,0,0
15388,938,0,0
15389,942,0,0
15390,942,0,0
15392,942,0,0
15393,944,0,0
15394,945,0,0
15396,940,0,0
15397,944,0,0
15398,944,0,0
15400,938,0,0
15401,938,0,0
15402,938,0,0
15404,938,0,0
15405,943,0,0
15406,942,0,0
15408,940,0,0
15409,940,0,0
15410,942,0,0
15412,940,0,0
15413,942,0,0
15414,942,0,0
15416,942,0,0
15417,938,0,0
15418,942,0,0
15420,941,0,0
15421,943,0,0
15422,941,0,0
15424,943,0,0
15425,943,0,0
15426,943,0,0
15428,943,0,0
15429,945,0,0
15430,944,0,0
15432,945,0,0
15433,938,0,0
15434,939,0,0
15436,945,0,0
15437,940,0,0
15438,944,0,0
15440,941,0,0
15441,940,0,0
15442,942,0,0
15444,939,0,0
15445,942,0,0
15446,941,0,0
15448,939,0,0
15449,938,0,0
15450,942,0,0
15452,943,0,0
15453,940,0,0
15454,941,0,0
15456,940,0,0
15457,939,0,0
15458,941,0,0
15460,943,0,0
15461,940,0,0
15462,939,0,0
15464,942,0,0
15465,942,0,0
15466,942,0,0
15468,939,0,0
15469,945,0,0
15470,938,0,0
15472,940,0,0
15473,940,0,0
15474,941,0,0
15476,946,0,0
15477,943,0,0
15478,944,0,0
15480,939,0,0
15481,945,0,0
15482,941,0,0
15484,943,0,0
15485,943,0,0
15486,939,0,0
15488,4,0,2
15489,943,0,0
15490,4,0,2
15492,4,0,2
15493,940,0,0
15494,4,0,2
15496,939,0,0
15497,940,0,0
15498,938,0,0
15500,938,0,0
15501,940,0,0
15502,944,0,0
15504,4,0,2
15505,939,0,0
15506,4,0,0
15508,4,0,2
15509,939,0,0
15510,4,0,2
15512,4,0,2
15513,943,0,0
15514,4,0,2
15516,4,0,2
15517,943,0,0
15518,4,0,2
15520,4,0,2
15521,939,0,0
15522,4,0,2
15524,4,0,2
15525,942,0,0
15526,4,0,2
15528,938,0,0
15529,942,0,0
15530,945,0,0
15532,939,0,0
15533,942,0,0
15534,937,0,0
15536,4,0,0
15537,941,0,0
15538,4,0,2
15540,4,0,2
15541,940,0,0
15542,4,0,2
15544,4,0,2
15545,942,0,0
15546,4,0,2
15548,4,0,2
15549,939,0,0
15550,4,0,2
15552,4,0,2
15553,939,0,0
15554,4,0,2
15556,4,0,2
15557,938,0,0
15558,4,0,2
15560,939,0,0
15561,945,0,0
15562,941,0,0
15564,942,0,0
15565,941,0,0
15566,944,0,0
15568,4,0,0
15569,943,0,0
15570,4,0,0
15572,4,0,2
15573,939,0,0
15574,4,0,2
15576,4,0,2
15577,941,0,0
15578,4,0,2
15580,4,0,2
15581,942,0,0
15582,4,0,2
15584,4,0,2
15585,938,0,0
15586,4,0,2
15588,4,0,2
15589,944,0,0
15590,4,0,2
15592,938,0,0
15593,940,0,0
15594,939,0,0
15596,941,0,0
15597,944,0,0
15598,942,0,0
15600,4,0,0
15601,941,0,0
15602,4,0,0
15604,4,0,2
15605,937,0,0
15606,4,0,2
15608,4,0,2
15609,941,0,0
15610,4,0,2
15612,4,0,2
15613,942,0,0
15614,4,0,2
15616,4,0,2
15617,944,0,0
15618,4,0,2
15620,4,0,2
15621,939,0,0
15622,4,0,2
15624,942,0,0
15625,941,0,0
15626,945,0,0
15628,939,0,0
15629,945,0,0
15630,941,0,0
15632,4,0,0
15633,944,0,0
15634,4,0,0
15636,4,0,2
15637,940,0,0
15638,4,0,2
15640,4,0,2
15641,938,0,0
15642,4,0,2
15644,4,0,2
15645,944,0,0
15646,4,0,2
15648,4,0,2
15649,944,0,0
15650,4,0,2
15652,4,0,2
15653,944,0,0
15654,4,0,2
15656,944,0,0
15657,942,0,0
15658,939,0,0
15660,941,0,0
15661,942,0,0
15662,944,0,0
15664,4,0,0
15665,944,0,0
15666,4,0,0
15668,4,0,2
15669,942,0,0
15670,4,0,2
15672,4,0,2
15673,943,0,0
15674,4,0,2
15676,4,0,2
15677,942,0,0
15678,4,0,2
15680,4,0,2
15681,944,0,0
15682,4,0,2
15684,4,0,2
15685,942,0,0
15686,4,0,2
15688,943,0,0
15689,938,0,0
15690,943,0,0
15692,940,0,0
15693,944,0,0
15694,940,0,0
15696,4,0,0
15697,940,0,0
15698,4,0,0
15700,4,0,2
15701,940,0,0
15702,4,0,2
15704,4,0,2
15705,943,0,0
15706,4,0,2
15708,4,0,2
15709,944,0,0
15710,4,0,2
15712,4,0,2
15713,939,0,0
15714,4,0,2
15716,4,0,2
15717,939,0,0
15718,4,0,2
15720,943,0,0
15721,944,0,0
15722,942,0,0
15724,942,0,0
15725,945,0,0
15726,943,0,0
15728,4,0,0
15729,942,0,0
15730,4,0,0
15732,4,0,2
15733,942,0,0
15734,4,0,2
15736,4,0,2
15737,943,0,0
15738,4,0,2
15740,4,0,2
15741,938,0,0
15742,4,0,2
15744,939,0,0
15745,941,0,0
15746,942,0,0
15748,943,0,0
15749,941,0,0
15750,943,0,0
15752,939,0,0
15753,943,0,0
15754,938,0,0
15756,938,0,0
15757,942,0,0
15758,941,0,0
15760,940,0,0
15761,940,0,0
15762,943,0,0
15764,938,0,0
15765,944,0,0
15766,943,0,0
15768,939,0,0
15769,945,0,0
15770,939,0,0
15772,946,0,0
15773,945,0,0
15774,945,0,0
15776,940,0,0
15777,940,0,0
15778,939,0,0
15780,943,0,0
15781,945,0,0
15782,945,0,0
15784,941,0,0
15785,942,0,0
15786,941,0,0
15788,945,0,0
15789,942,0,0
15790,939,0,0
15792,939,0,0
15793,940,0,0
15794,942,0,0
15796,942,0,0
15797,938,0,0
15798,943,0,0
15800,939,0,0
15801,944,0,0
15802,937,0,0
15804,943,0,0
15805,940,0,0
15806,941,0,0
15808,937,0,0
15809,944,0,0
15810,939,0,0
15812,940,0,0
15813,945,0,0
15814,942,0,0
15816,939,0,0
15817,943,0,0
15818,940,0,0
15820,938,0,0
15821,941,0,0
15822,941,0,0
15824,939,0,0
15825,942,0,0
15826,941,0,0
15828,941,0,0
15829,939,0,0
15830,940,0,0
15832,940,0,0
15833,944,0,0
15834,938,0,0
15836,942,0,0
15837,943,0,0
15838,943,0,0
15840,941,0,0
15841,944,0,0
15842,939,0,0
15844,940,0,0
15845,937,0,0
15846,944,0,0
15848,940,0,0
15849,941,0,0
15850,941,0,0
15852,942,0,0
15853,941,0,0
15854,941,0,0
15856,939,0,0
15857,940,0,0
15858,944,0,0
15860,943,0,0
15861,940,0,0
15862,942,0,0
15864,942,0,0
15865,939,0,0
15866,942,0,0
15868,941,0,0
15869,945,0,0
15870,941,0,0
15872,5,0,2
15873,939,0,0
15874,5,0,2
15876,5,0,2
15877,940,0,0
15878,5,0,2
15880,939,0,0
15881,942,0,0
15882,942,0,0
15884,940,0,0
15885,941,0,0
15886,943,0,0
15888,5,0,0
15889,944,0,0
15890,5,0,0
15892,5,0,2
15893,939,0,0
15894,5,0,2
15896,5,0,2
15897,937,0,0
15898,5,0,2
15900,5,0,2
15901,939,0,0
15902,5,0,2
15904,5,0,2
15905,944,0,0
15906,5,0,2
15908,5,0,2
15909,938,0,0
15910,5,0,2
15912,944,0,0
15913,941,0,0
15914,941,0,0
15916,944,0,0
15917,945,0,0
15918,942,0,0
15920,5,0,0
15921,939,0,0
15922,5,0,0
15924,5,0,2
15925,943,0,0
15926,5,0,2
15928,5,0,2
15929,942,0,0
15930,5,0,2
15932,5,0,2
15933,940,0,0
15934,5,0,2
15936,5,0,2
15937,945,0,0
15938,5,0,2
15940,5,0,2
15941,944,0,0
15942,5,0,2
15944,940,0,0
15945,941,0,0
15946,945,0,0
15948,940,0,0
15949,939,0,0
15950,942,0,0
15952,5,0,0
15953,943,0,0
15954,5,0,2
15956,5,0,2
15957,939,0,0
15958,5,0,2
15960,5,0,2
15961,943,0,0
15962,5,0,2
15964,5,0,2
15965,941,0,0
15966,5,0,2
15968,5,0,2
15969,943,0,0
15970,5,0,2
15972,5,0,2
15973,943,0,0
15974,5,0,2
15976,944,0,0
15977,942,0,0
15978,939,0,0
15980,937,0,0
15981,942,0,0
15982,939,0,0
15984,5,0,0
15985,938,0,0
15986,5,0,0
15988,5,0,2
15989,943,0,0
15990,5,0,2
15992,5,0,2
15993,940,0,0
15994,5,0,2
15996,5,0,2
15997,942,0,0
15998,5,0,2
16000,943,0,0
16001,940,0,0
16002,943,0,0
16004,944,0,0
16005,944,0,0
16006,945,0,0
16008,941,0,0
16009,944,0,0
16010,943,0,0
16012,942,0,0
16013,943,0,0
16014,943,0,0
16016,944,0,0
16017,944,0,0
16018,939,0,0
16020,943,0,0
16021,940,0,0
16022,943,0,0
16024,941,0,0
16025,942,0,0
16026,938,0,0
16028,943,0,0
16029,941,0,0
16030,938,0,0
16032,938,0,0
16033,941,0,0
16034,942,0,0
16036,944,0,0
16037,937,0,0
16038,938,0,0
16040,939,0,0
16041,942,0,0
16042,938,0,0
16044,940,0,0
16045,943,0,0
16046,943,0,0
16048,941,0,0
16049,939,0,0
16050,944,0,0
16052,943,0,0
16053,941,0,0
16054,943,0,0
16056,942,0,0
16057,937,0,0
16058,937,0,0
16060,939,0,0
16061,945,0,0
16062,943,0,0
16064,939,0,0
16065,945,0,0
16066,940,0,0
16068,939,0,0
16069,943,0,0
16070,939,0,0
16072,942,0,0
16073,938,0,0
16074,941,0,0
16076,943,0,0
16077,941,0,0
16078,943,0,0
16080,945,0,0
16081,939,0,0
16082,941,0,0
16084,942,0,0
16085,940,0,0
16086,943,0,0
16088,938,0,0
16089,943,0,0
16090,943,0,0
16092,943,0,0
16093,945,0,0
16094,945,0,0
16096,942,0,0
16097,944,0,0
16098,943,0,0
16100,942,0,0
16101,945,0,0
16102,943,0,0
16104,942,0,0
16105,940,0,0
16106,941,0,0
16108,938,0,0
16109,943,0,0
16110,943,0,0
16112,938,0,0
16113,939,0,0
16114,938,0,0
16116,941,0,0
16117,939,0,0
16118,944,0,0
16120,938,0,0
16121,938,0,0
16122,942,0,0
16124,945,0,0
16125,942,0,0
16126,939,0,0
16128,940,0,0
16129,941,0,0
16130,942,0,0
16132,941,0,0
16133,945,0,0
16134,942,0,0
16136,943,0,0
16137,940,0,0
16138,938,0,0
16140,942,0,0
16141,940,0,0
16142,937,0,0
16144,940,0,0
16145,939,0,0
16146,944,0,0
16148,941,0,0
16149,940,0,0
16150,945,0,0
16152,941,0,0
16153,938,0,0
16154,942,0,0
16156,944,0,0
16157,943,0,0
16158,945,0,0
16160,940,0,0
16161,941,0,0
16162,940,0,0
16164,943,0,0
16165,944,0,0
16166,941,0,0
16168,943,0,0
16169,945,0,0
16170,942,0,0
16172,942,0,0
16173,939,0,0
16174,944,0,0
16176,944,0,0
16177,938,0,0
16178,941,0,0
16180,941,0,0
16181,943,0,0
16182,944,0,0
16184,938,0,0
16185,943,0,0
16186,938,0,0
16188,945,0,0
16189,937,0,0
16190,945,0,0
16192,938,0,0
16193,942,0,0
16194,944,0,0
16196,941,0,0
16197,9,0,10
16198,938,0,0
